-------------------Level 8 ---------------------
id812250;217;184;;
id388407;263;184;;
id245738;201;149;;
id700418;162;110;;
id343055;-9;364;;
-------------------Level 20 ---------------------
id536283;484;321;;
id989064;282;288;90;
id989064;143;287;90;
id989064;421;288;90;
id245738;361;219;;
id245738;202;219;;
id765555;223;167;270;
id765555;342;167;270;
id245738;283;115;;
id269620;183;322;;
id269620;322;322;;
id700418;243;76;;
id343055;-9;364;;
-------------------Level 21 ---------------------
id572590;249;287;;
id392471;57;270;270;
id269620;36;184;;
id706054;76;184;;
id989064;57;149;;
id765555;475;322;;
id269620;540;322;;
id388407;540;287;;
id608148;289;322;;
id700418;60;110;;
id343055;-9;364;;
-------------------Level 22 ---------------------
id608148;39;287;270;
id536283;160;322;;
id706054;91;322;;
id575553;367;322;;
id269620;409;322;;
id269620;559;184;;
id388407;395;287;;
id306421;536;305;;
id232206;536;235;;
id700418;512;179;;
id343055;-9;364;;
-------------------Level 23 ---------------------
id343055;-9;364;;
id608148;447;321;;
id269620;527;321;;
id245738;95;322;;
id765555;55;288;;
id706054;115;288;;
id759103;155;288;;
id269620;34;253;;
id989064;115;253;;
id974732;54;219;;
id575553;114;219;;
id388407;55;184;;
id706054;95;184;;
id700418;75;145;;
-------------------Level 24 ---------------------
id536283;282;321;;
id989064;223;287;;
id989064;342;287;;
id706054;184;321;;
id388407;382;321;;
id269620;172;252;;
id269620;395;252;;
id765555;212;235;270;
id765555;355;235;270;
id197733;283;252;;
id388407;282;218;;
id604796;222;183;;
id604796;342;183;;
id765555;282;148;;
id700418;267;110;;
id343055;-9;364;;
-------------------Level 25 ---------------------
id536283;411;253;;
id536283;154;253;;
id245738;282;253;;
id989064;184;287;;
id989064;382;287;;
id269620;249;322;;
id269620;326;322;;
id269620;131;322;;
id269620;442;322;;
id388407;203;218;;
id706054;360;218;;
id765555;203;184;;
id765555;355;184;;
id540315;280;149;;
id700418;282;214;;
id343055;-9;364;;
-------------------Level 26 ---------------------
id980825;136;322;;
id245738;382;321;;
id706054;323;287;;
id269620;363;287;;
id575553;403;287;;
id989064;363;252;;
id245738;442;235;270;
id812250;396;218;;
id388407;349;218;;
id706054;349;183;;
id245738;392;148;;
id974732;338;114;;
id269620;450;114;;
id700418;352;75;;
id343055;-9;364;;
-------------------Level 27 ---------------------
id536283;432;321;;
id759103;282;149;;
id197733;281;253;;
id974732;282;322;;
id989064;205;287;;
id989064;357;287;;
id765555;217;218;;
id765555;348;218;;
id269620;283;218;;
id269620;165;253;;
id269620;396;253;;
id706054;212;184;;
id388407;352;184;;
id989064;155;149;;
id989064;409;149;;
id245738;282;114;;
id245738;104;235;90;
id245738;458;235;270;
id974732;131;322;;
id700418;281;76;;
id343055;-9;364;;
-------------------Level 28 ---------------------
id536283;165;321;;
id759103;344;321;;
id759103;225;321;;
id245738;284;287;;
id974732;283;252;;
id706054;223;252;;
id388407;342;252;;
id269620;283;218;;
id765555;223;218;;
id765555;342;218;;
id989064;283;183;;
id575553;188;183;;
id706054;380;183;;
id245738;202;148;;
id245738;360;148;;
id700418;280;110;;
id343055;-9;364;;
-------------------Level 29 ---------------------
id245738;42;269;270;
id245738;102;183;;
id245738;161;269;270;
id245738;262;218;;
id989064;262;287;270;
id269620;202;184;;
id245738;365;253;;
id765555;365;305;270;
id608148;505;321;;
id269620;42;148;;
id575553;82;148;;
id706054;63;114;;
id700418;62;75;;
id343055;-9;364;;
-------------------Level 30 ---------------------
id812250;171;321;;
id812250;252;321;;
id245738;233;286;;
id388407;212;252;;
id706054;292;252;;
id245738;271;217;;
id759103;248;183;;
id759103;331;183;;
id245738;291;148;;
id572590;377;321;;
id700418;301;109;;
id343055;-9;364;;
-------------------Level 31 ---------------------
id536283;107;321;;
id536283;459;321;;
id587718;283;269;;
id706054;167;321;;
id706054;400;321;;
id604796;169;218;;
id604796;398;218;;
id269620;169;183;;
id269620;398;183;;
id245738;283;183;;
id134254;283;218;;
id765555;176;148;;
id765555;391;148;;
id765555;241;129;315;
id765555;326;129;45;
id700418;285;109;45;
id343055;-9;364;;
-------------------Level 32 ---------------------
id536283;389;321;;
id536283;174;321;;
id759103;282;282;;
id245738;282;247;;
id765555;240;302;315;
id765555;324;302;45;
id269620;178;286;;
id269620;386;287;;
id974732;282;213;;
id706054;207;213;;
id388407;359;213;;
id989064;206;178;;
id989064;358;178;;
id388407;262;144;;
id575553;302;144;;
id245738;281;109;;
id700418;280;70;;
id343055;-9;364;;
-------------------Level 33 ---------------------
id536283;490;321;;
id197733;242;218;;
id197733;381;252;;
id197733;103;183;;
id245738;63;269;270;
id245738;143;269;90;
id989064;103;148;;
id989064;202;287;90;
id989064;282;287;90;
id989064;243;183;;
id765555;342;304;90;
id765555;421;304;270;
id989064;381;218;;
id700418;109;110;;
id343055;-9;364;;
-------------------Level 34 ---------------------
id980825;495;321;;
id245738;68;321;;
id974732;249;287;;
id269620;251;322;;
id392471;67;235;270;
id245738;68;148;;
id269620;65;114;;
id706054;26;114;;
id388407;105;114;;
id612350;495;235;270;
id245738;495;148;;
id575553;495;114;;
id812250;535;114;;
id812250;455;114;;
id700418;234;248;;
id343055;-9;364;;
-------------------Level 35 ---------------------
id536283;283;321;;
id759103;183;252;;
id759103;383;252;;
id197733;283;218;;
id245738;223;269;270;
id245738;342;269;270;
id245738;283;183;;
id269620;224;148;;
id269620;342;148;;
id388407;263;286;;
id388407;439;183;;
id765555;164;218;;
id765555;402;218;;
id989064;143;287;270;
id989064;423;287;270;
id575553;421;148;;
id575553;126;183;;
id706054;303;286;;
id706054;144;148;;
id812250;166;183;;
id812250;400;183;;
id765555;184;114;;
id765555;382;114;;
id245738;283;79;;
id700418;283;144;;
id343055;-9;364;;
-------------------Level 36 ---------------------
id536283;200;183;;
id536283;365;183;;
id759103;223;287;;
id759103;342;287;;
id245738;283;252;;
id989064;166;321;;
id989064;400;321;;
id812250;161;218;;
id812250;405;218;;
id540315;282;218;;
id706054;282;183;;
id765555;150;269;270;
id765555;417;269;90;
id765555;237;139;315;
id765555;328;139;45;
id388407;385;148;;
id575553;180;148;;
id706054;282;119;;
id241293;282;80;;
id343055;-9;364;;
-------------------Level 37 ---------------------
id536283;243;322;;
id759103;313;149;;
id759103;383;287;;
id759103;255;149;;
id759103;224;287;;
id245738;284;218;;
id706054;225;184;;
id765555;363;253;;
id974732;343;305;90;
id765555;205;253;;
id974732;184;305;270;
id269620;303;322;;
id269620;145;322;;
id575553;343;184;;
id812250;284;184;;
id989064;284;114;;
id241293;282;76;;
id343055;-9;364;;
-------------------Level 38 ---------------------
id536283;176;322;;
id536283;388;322;;
id765555;243;184;;
id765555;322;184;;
id812250;283;218;;
id575553;255;253;;
id245738;282;287;;
id388407;312;253;;
id706054;197;253;;
id269620;183;287;;
id269620;382;287;;
id706054;370;253;;
id812250;223;218;;
id812250;342;218;;
id388407;246;149;;
id706054;317;149;;
id241293;282;110;;
id343055;-9;364;;
-------------------Level 39 ---------------------
id536283;283;322;;
id759103;153;218;;
id759103;413;218;;
id759103;212;322;;
id759103;355;322;;
id245738;283;287;;
id974732;283;253;;
id989064;170;253;;
id989064;396;253;;
id765555;111;305;270;
id765555;455;305;270;
id706054;237;218;;
id706054;329;218;;
id765555;196;184;;
id765555;373;184;;
id269620;228;149;;
id269620;339;149;;
id245738;283;114;;
id241293;282;76;;
id343055;-9;364;;
-------------------Level 40 ---------------------
id536283;283;322;;
id759103;251;150;;
id759103;317;150;;
id269620;208;288;;
id245738;283;254;;
id974732;184;322;;
id974732;381;322;;
id269620;359;288;;
id706054;223;219;;
id706054;342;219;;
id989064;164;254;270;
id989064;404;254;270;
id245738;192;185;;
id245738;377;185;;
id765555;284;116;;
id241293;283;77;;
id343055;-9;364;;
-------------------Level 41 ---------------------
id343055;-9;364;;
id765555;329;218;;
id604796;380;252;;
id706054;351;287;;
id269620;316;322;;
id989064;380;183;;
id765555;427;218;;
id575553;408;287;;
id269620;380;322;;
id269620;442;322;;
id536283;133;322;;
id706054;113;287;;
id388407;153;287;;
id765555;133;253;;
id241293;346;144;;
-------------------Level 42 ---------------------
id536283;106;322;;
id284406;422;305;;
id269620;46;322;;
id765555;185;322;;
id134254;264;322;;
id974732;324;305;270;
id245738;383;253;;
id245738;483;270;270;
id269620;522;322;;
id989064;443;184;;
id812250;403;218;;
id245738;264;218;;
id765555;205;270;90;
id245738;106;287;;
id241293;435;145;;
id343055;-9;364;;
-------------------Level 43 ---------------------
id536283;183;322;;
id158739;283;184;;
id765555;283;305;270;
id245738;282;253;;
id245738;204;218;;
id245738;362;218;;
id706054;204;184;;
id706054;362;184;;
id269620;144;184;;
id269620;422;184;;
id604796;196;149;;
id604796;370;149;;
id989064;282;114;;
id241293;313;76;;
id343055;-9;364;;
-------------------Level 44 ---------------------
id536283;292;322;;
id536283;445;322;;
id536283;141;322;;
id245738;334;278;315;
id989064;236;290;45;
id269620;121;287;;
id269620;465;287;;
id765555;161;270;270;
id765555;425;270;90;
id245738;191;218;;
id245738;394;218;;
id989064;292;184;;
id269620;174;184;;
id269620;408;184;;
id974732;223;149;;
id974732;362;149;;
id765555;292;114;;
id241293;279;76;;
id343055;-9;364;;
-------------------Level 45 ---------------------
id572590;283;322;;
id392471;171;305;;
id392471;395;305;;
id306421;211;235;;
id706054;152;253;;
id269620;112;253;;
id575553;112;218;;
id245738;140;184;;
id812250;125;149;;
id765555;162;114;;
id540315;247;149;;
id706054;307;184;;
id989064;335;218;;
id269620;454;253;;
id989064;414;218;270;
id388407;335;253;;
id241293;140;76;;
id343055;-9;364;;
-------------------Level 46 ---------------------
id572590;104;322;;
id536283;284;218;;
id197733;282;149;;
id759103;184;253;;
id759103;382;253;;
id245738;283;253;;
id604796;282;322;;
id706054;244;287;;
id269620;322;287;;
id269620;283;184;;
id245738;282;114;;
id765555;187;218;;
id989064;144;287;90;
id989064;422;287;90;
id765555;380;218;;
id765555;127;201;90;
id134254;439;201;270;
id245738;158;149;;
id245738;406;149;;
id706054;236;184;;
id575553;330;184;;
id241293;317;76;;
id343055;-9;364;;
-------------------Level 47 ---------------------
id536283;100;322;;
id536283;481;321;;
id197733;282;252;;
id245738;243;218;;
id989064;222;287;90;
id245738;342;269;90;
id269620;342;183;;
id812250;302;183;;
id269620;224;183;;
id989064;184;148;90;
id245738;323;148;;
id706054;263;114;;
id388407;303;114;;
id604796;382;114;;
id241293;385;75;;
id343055;-9;364;;
-------------------Level 48 ---------------------
id608148;283;253;;
id536283;382;114;;
id536283;182;114;;
id759103;214;184;;
id759103;351;184;;
id269620;283;218;;
id812250;282;322;;
id812250;230;322;;
id812250;178;322;;
id812250;334;322;;
id812250;386;322;;
id706054;198;287;;
id575553;254;287;;
id575553;311;287;;
id706054;368;287;;
id245738;282;149;;
id765555;158;270;270;
id765555;408;270;270;
id989064;181;218;;
id989064;383;218;;
id134254;162;166;270;
id134254;401;166;270;
id974732;281;114;;
id241293;270;76;;
id343055;-9;364;;
-------------------Level 49 ---------------------
id536283;283;253;;
id765555;282;322;;
id765555;235;287;;
id765555;330;287;;
id974732;204;253;;
id974732;362;253;;
id388407;243;218;;
id388407;323;218;;
id706054;175;218;;
id706054;391;218;;
id974732;283;184;;
id134254;204;184;;
id134254;362;184;;
id575553;243;149;;
id989064;283;114;;
id575553;323;149;90;
id241293;282;76;;
id343055;-9;364;;
-------------------Level 50 ---------------------
id536283;214;322;;
id759103;182;253;;
id759103;384;253;;
id269620;283;218;;
id765555;284;253;;
id245738;205;287;;
id706054;283;322;;
id245738;364;287;;
id269620;423;322;;
id269620;145;322;;
id989064;200;218;;
id989064;366;218;;
id245738;283;149;;
id812250;223;184;;
id812250;342;184;;
id706054;282;114;;
id269620;209;114;;
id269620;359;114;;
id765555;215;80;;
id765555;349;80;;
id245738;156;132;270;
id245738;409;132;270;
id241293;282;76;;
id343055;-9;364;;
-------------------Level 51 ---------------------
id536283;367;322;;
id232206;324;235;;
id245738;288;287;;
id706054;228;322;;
id388407;268;322;;
id269620;308;322;;
id134254;529;322;;
id232206;529;270;;
id269620;228;253;;
id134254;45;322;;
id765555;45;288;;
id765555;45;253;;
id765555;45;219;;
id269620;19;184;;
id241293;67;180;;
id343055;-9;364;;
-------------------Level 52 ---------------------
id536283;101;322;;
id765555;254;218;;
id706054;234;253;;
id926224;373;305;;
id245738;512;201;270;
id765555;492;114;;
id269620;472;253;;
id706054;472;218;;
id388407;472;184;;
id575553;472;149;;
id765555;413;149;;
id706054;393;184;;
id575553;393;218;;
id269620;393;253;;
id765555;333;184;;
id388407;313;218;;
id269620;313;253;;
id241293;476;76;;
id343055;-9;364;;
-------------------Level 53 ---------------------
id536283;349;322;;
id759103;290;322;;
id759103;210;322;;
id245738;250;201;270;
id245738;250;287;;
id269620;250;322;;
id245738;250;114;;
id706054;191;253;;
id575553;310;253;;
id765555;191;218;;
id765555;310;218;;
id134254;526;322;;
id812250;161;184;;
id812250;339;184;;
id269620;171;149;;
id269620;329;149;;
id241293;219;76;;
id343055;-9;364;;
-------------------Level 54 ---------------------
id536283;484;219;;
id536283;277;322;;
id197733;277;288;;
id989064;289;254;;
id245738;150;254;;
id706054;228;219;;
id134254;209;306;90;
id706054;50;254;;
id232206;70;306;;
id765555;70;219;;
id134254;70;185;;
id575553;90;150;;
id812250;50;150;;
id245738;404;288;;
id812250;345;323;;
id269620;464;323;;
id269620;504;323;;
id388407;504;288;;
id765555;484;254;;
id241293;80;111;;
id343055;-9;364;;
-------------------Level 55 ---------------------
id536283;422;322;;
id759103;351;184;;
id759103;213;184;;
id232206;282;201;;
id245738;204;253;;
id974732;204;305;90;
id245738;362;253;;
id974732;362;305;90;
id974732;145;322;;
id989064;223;150;;
id989064;342;150;;
id134254;164;201;270;
id134254;401;201;270;
id706054;262;115;;
id575553;302;115;;
id241293;282;76;;
id343055;-9;364;;
-------------------Level 56 ---------------------
id536283;283;184;;
id989064;223;218;;
id765555;282;270;270;
id540315;283;322;;
id989064;342;218;;
id989064;204;287;270;
id989064;362;287;270;
id269620;164;322;;
id269620;402;322;;
id765555;223;166;270;
id765555;342;166;270;
id245738;283;114;;
id241293;294;76;;
id343055;-9;364;;
-------------------Level 57 ---------------------
id636260;488;235;270;
id536283;370;304;270;
id536283;116;304;270;
id706054;303;193;;
id245738;243;227;;
id245738;313;278;45;
id245738;173;278;315;
id388407;331;322;;
id706054;156;322;;
id269620;76;322;;
id269620;410;322;;
id388407;184;193;;
id765555;184;158;;
id765555;303;158;;
id604796;243;124;;
id269620;519;114;;
id269620;243;289;315;
id241293;462;110;;
id343055;-9;364;;
-------------------Level 58 ---------------------
id608148;403;322;;
id536283;145;322;;
id759103;324;149;;
id759103;204;322;;
id759103;284;322;;
id974732;284;235;90;
id245738;264;287;;
id269620;323;322;;
id812250;443;287;;
id269620;364;287;;
id134254;304;184;;
id765555;284;132;90;
id245738;383;253;;
id245738;383;114;;
id989064;443;184;90;
id765555;364;201;270;
id245738;185;114;;
id388407;245;149;;
id269620;125;149;;
id245738;185;184;;
id269620;205;253;;
id706054;205;218;;
id269620;244;322;;
id989064;125;253;270;
id241293;163;76;;
id343055;-9;364;;
-------------------Level 59 ---------------------
id608148;422;322;;
id608148;144;322;;
id197733;282;114;;
id759103;342;253;;
id759103;223;253;;
id134254;283;322;;
id974732;223;305;270;
id974732;342;305;90;
id245738;283;218;;
id269620;65;322;;
id269620;501;322;;
id989064;204;184;;
id269620;283;184;;
id989064;362;184;;
id765555;223;132;270;
id765555;342;132;270;
id245738;282;80;;
id241293;283;283;;
id343055;-9;364;;
-------------------Level 60 ---------------------
id536283;143;303;270;
id536283;421;303;90;
id706054;282;322;;
id974732;233;304;225;
id974732;331;303;315;
id245738;282;252;;
id989064;143;252;;
id989064;421;252;;
id269620;183;286;;
id269620;382;286;;
id269620;109;217;;
id269620;456;217;;
id706054;223;217;;
id706054;342;217;;
id245738;170;183;;
id245738;393;183;;
id765555;243;148;;
id765555;323;148;;
id241293;283;109;;
id343055;-9;364;;
-------------------Level 61 ---------------------
id536283;372;322;;
id197733;411;287;;
id765555;253;218;;
id245738;193;270;270;
id989064;233;184;;
id269620;233;253;;
id245738;292;287;;
id974732;253;322;;
id269620;312;322;;
id388407;193;149;;
id575553;193;114;;
id812250;233;149;;
id269620;432;322;;
id989064;391;253;;
id269620;431;218;;
id269620;153;322;;
id241293;194;76;;
id343055;-9;364;;
-------------------Level 62 ---------------------
id536283;402;322;;
id197733;283;184;;
id232206;283;305;;
id134254;342;305;270;
id134254;223;305;270;
id926224;282;235;;
id706054;382;287;;
id388407;422;287;;
id388407;184;287;;
id575553;144;287;;
id974732;164;322;;
id706054;143;184;;
id575553;421;184;;
id812250;204;184;;
id812250;362;184;;
id245738;203;149;;
id245738;362;149;;
id269620;143;114;;
id269620;421;114;;
id241293;282;110;;
id343055;-9;364;;
-------------------Level 63 ---------------------
id536283;422;322;;
id536283;144;322;;
id759103;283;184;;
id759103;223;253;;
id759103;342;253;;
id989064;282;287;270;
id245738;283;218;;
id974732;282;114;;
id134254;282;149;;
id989064;183;114;;
id989064;382;114;;
id245738;184;201;270;
id245738;382;201;90;
id134254;204;287;;
id134254;362;287;;
id706054;204;322;;
id706054;362;322;;
id241293;282;76;;
id343055;-9;364;;
-------------------Level 64 ---------------------
id536283;450;322;;
id197733;302;270;270;
id269620;302;322;;
id926224;163;201;;
id812250;302;149;;
id245738;243;114;;
id269620;302;80;;
id575553;183;149;;
id706054;24;149;;
id706054;24;253;;
id388407;24;287;;
id269620;24;322;;
id974732;104;305;90;
id575553;104;253;;
id241293;231;76;;
id343055;-9;364;;
-------------------Level 65 ---------------------
id536283;144;322;;
id759103;204;253;;
id245738;283;270;270;
id134254;223;218;;
id989064;164;253;270;
id604796;124;253;270;
id245738;85;270;270;
id989064;243;287;270;
id765555;204;305;270;
id245738;163;184;;
id706054;262;184;;
id989064;183;149;;
id388407;183;114;;
id134254;465;322;;
id241293;446;283;;
id343055;-9;364;;
-------------------Level 66 ---------------------
id608148;282;287;;
id765555;243;322;;
id765555;322;322;;
id269620;202;287;;
id269620;361;287;;
id245738;283;218;;
id812250;223;253;;
id812250;342;253;;
id134254;282;184;;
id989064;183;184;;
id989064;382;184;;
id575553;262;149;;
id388407;302;149;;
id706054;178;149;;
id706054;385;149;;
id765555;220;114;;
id765555;343;114;;
id245738;132;270;270;
id245738;432;270;270;
id362654;227;76;;
id343055;-9;364;;
-------------------Level 67 ---------------------
id536283;204;322;;
id536283;362;322;;
id197733;282;150;;
id284406;283;305;;
id284406;124;305;;
id284406;442;305;;
id604796;283;219;;
id989064;204;253;;
id989064;363;253;;
id706054;104;253;;
id706054;462;253;;
id269620;204;219;;
id269620;362;219;;
id604796;122;219;;
id604796;444;219;;
id706054;283;184;;
id706054;178;184;;
id706054;388;184;;
id269620;178;150;;
id269620;388;150;;
id765555;104;167;90;
id765555;462;167;90;
id245738;187;115;;
id245738;379;115;;
id362654;282;76;;
id343055;-9;364;;
-------------------Level 68 ---------------------
id572590;223;322;;
id759103;372;184;;
id134254;282;305;270;
id245738;203;253;;
id706054;143;288;;
id388407;132;322;;
id812250;172;322;;
id575553;235;219;;
id989064;196;184;;
id604796;127;219;;
id269620;88;184;;
id388407;122;150;;
id765555;252;150;;
id392471;362;236;;
id575553;442;288;;
id706054;424;322;;
id269620;463;322;;
id989064;481;253;270;
id974732;462;184;;
id388407;302;184;;
id245738;383;150;;
id134254;401;115;;
id362654;401;76;;
id343055;-9;364;;
-------------------Level 69 ---------------------
id536283;432;322;;
id536283;134;322;;
id158739;283;288;;
id759103;491;322;;
id759103;75;322;;
id245738;283;167;270;
id245738;283;253;;
id245738;134;288;;
id269620;202;322;;
id245738;432;288;;
id269620;364;322;;
id974732;134;236;270;
id974732;432;236;270;
id269620;223;219;;
id269620;342;219;;
id989064;156;184;;
id989064;409;184;;
id765555;196;132;90;
id765555;369;132;90;
id362654;198;76;;
id343055;-9;364;;
-------------------Level 70 ---------------------
id608148;447;253;;
id197733;446;288;;
id759103;133;150;;
id759103;297;184;;
id245738;339;219;;
id245738;206;253;;
id575553;285;288;;
id134254;266;322;;
id306421;251;132;;
id765555;330;150;;
id812250;375;184;;
id269620;463;219;;
id765555;446;322;;
id232206;99;305;;
id269620;80;253;;
id974732;87;219;;
id706054;212;219;;
id989064;173;184;;
id765555;73;167;90;
id989064;93;115;;
id362654;103;76;;
id343055;-9;364;;
-------------------Level 71 ---------------------
id608148;283;253;;
id197733;283;201;270;
id334501;282;305;;
id706054;183;253;;
id706054;382;253;;
id269620;183;219;;
id269620;382;219;;
id245738;124;184;;
id245738;441;184;;
id245738;64;271;270;
id245738;501;271;90;
id989064;243;184;270;
id989064;323;184;270;
id269620;283;150;;
id245738;283;115;;
id989064;195;80;;
id989064;370;80;;
id974732;155;132;270;
id974732;409;132;270;
id362654;282;76;;
id343055;-9;364;;
-------------------Level 72 ---------------------
id572590;283;322;;
id197733;283;271;270;
id245738;283;219;;
id269620;223;184;;
id269620;342;184;;
id706054;243;253;;
id388407;323;253;;
id989064;204;288;;
id989064;362;288;;
id575553;204;322;;
id706054;362;322;;
id245738;164;201;270;
id245738;402;201;270;
id974732;223;150;;
id974732;342;150;;
id245738;342;115;;
id245738;184;115;;
id269620;124;80;;
id269620;402;80;;
id362654;318;76;;
id343055;-9;364;;
-------------------Level 73 ---------------------
id572590;487;322;;
id197733;173;150;;
id765555;249;322;;
id232206;169;305;;
id926224;178;236;;
id269620;39;184;;
id706054;39;150;;
id245738;99;115;;
id388407;158;80;;
id575553;189;184;;
id245738;357;236;270;
id974732;377;322;;
id269620;527;322;;
id362654;101;76;;
id343055;-9;364;;
-------------------Level 74 ---------------------
id536283;283;322;;
id759103;283;150;;
id765555;210;288;;
id765555;356;288;;
id269620;197;322;;
id706054;202;253;;
id269620;376;322;;
id575553;364;253;;
id245738;187;219;;
id245738;380;219;;
id989064;283;184;;
id269620;140;184;;
id269620;426;184;;
id989064;140;150;;
id989064;426;150;;
id388407;241;150;;
id706054;324;150;;
id765555;205;115;;
id765555;364;115;;
id812250;225;80;;
id812250;344;80;;
id245738;285;46;;
id362654;283;111;;
id343055;-9;364;;
-------------------Level 75 ---------------------
id536283;494;322;;
id608148;156;288;270;
id759103;196;253;;
id989064;236;288;;
id269620;302;322;;
id388407;196;322;;
id396625;97;305;;
id134254;97;253;;
id245738;137;219;;
id974732;97;150;;
id388407;117;184;;
id765555;57;184;;
id269620;37;150;;
id974732;494;288;;
id362654;107;111;;
id343055;-9;364;;
-------------------Level 76 ---------------------
id536283;271;236;270;
id990219;322;305;;
id759103;326;253;;
id974732;242;322;;
id269620;242;288;;
id765555;402;322;;
id134254;402;288;;
id388407;382;253;;
id989064;382;184;90;
id765555;388;115;;
id245738;385;80;;
id812250;325;175;;
id245738;201;184;;
id269620;102;184;;
id392471;130;271;270;
id362654;325;214;;
id343055;-9;364;;
-------------------Level 77 ---------------------
id536283;282;322;;
id759103;223;322;;
id759103;342;322;;
id245738;282;288;;
id269620;283;219;;
id989064;210;253;;
id989064;359;253;;
id974732;237;201;90;
id974732;329;201;90;
id245738;283;150;;
id269620;223;115;;
id269620;342;115;;
id974732;204;80;;
id974732;362;80;;
id245738;170;167;270;
id245738;398;167;90;
id362654;282;111;;
id343055;-9;364;;
-------------------Level 78 ---------------------
id536283;85;322;;
id536283;484;322;;
id232206;283;305;;
id575553;263;253;;
id388407;303;253;;
id989064;223;219;;
id540315;342;219;;
id540315;184;288;270;
id245738;169;184;;
id989064;70;219;270;
id269620;70;288;;
id269620;70;150;;
id706054;165;150;;
id765555;116;115;;
id989064;382;288;270;
id245738;399;184;;
id575553;403;150;;
id245738;498;236;270;
id269620;498;150;;
id765555;451;115;;
id812250;451;80;;
id362654;116;76;;
id343055;-9;364;;
-------------------Level 79 ---------------------
id536283;239;322;;
id759103;178;322;;
id232206;283;236;;
id245738;243;288;;
id269620;184;253;;
id540315;383;322;;
id989064;419;253;270;
id245738;393;184;;
id269620;453;150;;
id989064;413;115;;
id575553;389;150;;
id362654;434;76;;
id343055;-9;364;;
-------------------Level 80 ---------------------
id572590;75;322;;
id608148;492;322;;
id759103;283;253;;
id284406;283;167;;
id245738;283;288;;
id604796;154;322;;
id974732;393;322;;
id575553;452;288;;
id989064;413;253;;
id765555;333;219;;
id706054;342;184;;
id245738;402;150;;
id134254;429;201;270;
id765555;233;219;;
id388407;223;184;;
id245738;164;150;;
id989064;283;115;;
id989064;153;253;;
id134254;137;201;270;
id388407;114;288;;
id362654;282;76;;
id343055;-9;364;;
-------------------Level 81 ---------------------
id572590;383;322;;
id572590;183;322;;
id759103;342;184;;
id759103;223;184;;
id245738;283;288;;
